Title,Artist,Language,Spotify URL,Genre,Movie/Band Name
Sunrise of Love (my heart beats for you),Anupam Roy,Bengali,https://open.spotify.com/track/BE_ROM_900097,Romantic,Single
Forever in You (you and me forever),Sunidhi Chauhan,Hindi,https://open.spotify.com/track/HI_ROM_900006,Romantic,Movie: Original Soundtrack
Whispers in You (you are my heart),Ed Sheeran,English,https://open.spotify.com/track/EN_ROM_900080,Romantic,Album: Singles
Promise Between Us (my heart beats for you),Cactus,Bengali,https://open.spotify.com/track/BE_ROM_900107,Romantic,Album: Bengali Hits
Whispers Again (in your eyes),Fossils,Bengali,https://open.spotify.com/track/BE_ROM_900110,Romantic,Band: Various
Forever of Time (you and me forever),Maroon 5,English,https://open.spotify.com/track/EN_ROM_900054,Romantic,Album: Various
Heartbeat of Time (my heart beats for you),The Weeknd,English,https://open.spotify.com/track/EN_ROM_900050,Romantic,Album: Various
Forever Between Us (you and me forever),Imagine Dragons,English,https://open.spotify.com/track/EN_ROM_900083,Romantic,Artist: Various
Waves in You (hold me close),Bruno Mars,English,https://open.spotify.com/track/EN_ROM_900046,Romantic,Album: Various
Ei Mon Tomake Dilam (Ei mon tomake dilam),Anupam Roy,Bengali,https://open.spotify.com/track/BE_ROM_900084,Romantic,Movie: Autograph
Forever Forever (hold me close),Maroon 5,English,https://open.spotify.com/track/EN_ROM_900061,Romantic,Album: Various
Sunrise in You (hold me close),Rupam Islam,Bengali,https://open.spotify.com/track/BE_ROM_900121,Romantic,Album: Bengali Hits
Moonlight Forever (hold me close),Christina Perri,English,https://open.spotify.com/track/EN_ROM_900079,Romantic,Artist: Various
Heartbeat Always (you are my heart),Papon,Bengali,https://open.spotify.com/track/BE_ROM_900098,Romantic,Band: Various
Moonlight of Time (in your eyes),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_ROM_900041,Romantic,Movie: Various
Waves Again (my heart beats for you),The Weeknd,English,https://open.spotify.com/track/EN_ROM_900058,Romantic,Album: Various
Always Without You (falling for you),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_ROM_900090,Romantic,Band: Various
Whispers of Time (hold me close),The Weeknd,English,https://open.spotify.com/track/EN_ROM_900048,Romantic,Album: Singles
Forever Again (endless love),Nachiketa,Bengali,https://open.spotify.com/track/BE_ROM_900088,Romantic,Album: Bengali Hits
Heartbeat Between Us (falling for you),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_ROM_900120,Romantic,Album: Bengali Hits
A Thousand Years (I have died everyday),Christina Perri,English,https://open.spotify.com/track/EN_ROM_900057,Romantic,Album: A Thousand Years
Always Between Us (in your eyes),Christina Perri,English,https://open.spotify.com/track/EN_ROM_900075,Romantic,Artist: Various
Waves Always (you and me forever),Sunidhi Chauhan,Hindi,https://open.spotify.com/track/HI_ROM_900032,Romantic,Movie: Various
Echoes Without You (endless love),Fossils,Bengali,https://open.spotify.com/track/BE_ROM_900117,Romantic,Band: Various
Forever Always (hold me close),Christina Perri,English,https://open.spotify.com/track/EN_ROM_900059,Romantic,Artist: Various
Always Tonight (you are my heart),Sam Smith,English,https://open.spotify.com/track/EN_ROM_900063,Romantic,Artist: Various
Tomake Chai (Tomake chai),Nachiketa,Bengali,https://open.spotify.com/track/BE_ROM_900104,Romantic,Album: Tomake Chai
Whispers Forever (you and me forever),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_ROM_900037,Romantic,Movie: Various
Echoes Tonight (you are my heart),Kishore Kumar,Hindi,https://open.spotify.com/track/HI_ROM_900029,Romantic,Movie: Original Soundtrack
Sunrise Again (hold me close),Arijit Singh,Bengali,https://open.spotify.com/track/BE_ROM_900111,Romantic,Album: Bengali Hits
Echoes Without You (my heart beats for you),Arijit Singh,Hindi,https://open.spotify.com/track/HI_ROM_900001,Romantic,Movie: Various
A Thousand Years (I have died everyday),Christina Perri,English,https://open.spotify.com/track/EN_ROM_900052,Romantic,Album: A Thousand Years
Moonlight in You (my heart beats for you),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_ROM_900021,Romantic,Movie: Various
Waves of Time (my heart beats for you),Atif Aslam,Hindi,https://open.spotify.com/track/HI_ROM_900002,Romantic,Movie: Various
Promise Tonight (endless love),KK,Hindi,https://open.spotify.com/track/HI_ROM_900023,Romantic,Movie: Various
Forever and You (you and me forever),Cactus,Bengali,https://open.spotify.com/track/BE_ROM_900103,Romantic,Album: Bengali Hits
Amaro Porano Jaha Chay (Amaro porano jaha chay),Rabindranath Tagore,Bengali,https://open.spotify.com/track/BE_ROM_900099,Romantic,Rabindra Sangeet
Sunrise Without You (you and me forever),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_ROM_900087,Romantic,Album: Bengali Hits
Waves Again (you and me forever),Rupam Islam,Bengali,https://open.spotify.com/track/BE_ROM_900113,Romantic,Band: Various
Whispers Forever (you are my heart),Christina Perri,English,https://open.spotify.com/track/EN_ROM_900074,Romantic,Album: Singles
Midnight Tonight (you and me forever),Rupam Islam,Bengali,https://open.spotify.com/track/BE_ROM_900086,Romantic,Album: Bengali Hits
A Thousand Years (I have died everyday),Christina Perri,English,https://open.spotify.com/track/EN_ROM_900082,Romantic,Album: A Thousand Years
Tomake Chai (Tomake chai),Nachiketa,Bengali,https://open.spotify.com/track/BE_ROM_900124,Romantic,Album: Tomake Chai
Raabta (Kehte hain),Arijit Singh,Hindi,https://open.spotify.com/track/HI_ROM_900020,Romantic,Movie: Agent Vinod
Forever Always (you are my heart),Imagine Dragons,English,https://open.spotify.com/track/EN_ROM_900060,Romantic,Artist: Various
Moonlight Forever (hold me close),Christina Perri,English,https://open.spotify.com/track/EN_ROM_900071,Romantic,Artist: Various
Moonlight in You (in your eyes),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_ROM_900106,Romantic,Single
Always and You (falling for you),Kishore Kumar,Hindi,https://open.spotify.com/track/HI_ROM_900014,Romantic,Album: Bollywood Hits
Waves Tonight (my heart beats for you),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_ROM_900092,Romantic,Album: Bengali Hits
Moonlight in You (in your eyes),John Legend,English,https://open.spotify.com/track/EN_ROM_900051,Romantic,Album: Various
Midnight Always (my heart beats for you),Papon,Bengali,https://open.spotify.com/track/BE_ROM_900102,Romantic,Single
Promise Without You (tears in the rain),Mohit Chauhan,Hindi,https://open.spotify.com/track/HI_SAD_900143,Sad,Album: Bollywood Hits
Skinny Love (Come on skinny love),Bon Iver,English,https://open.spotify.com/track/EN_SAD_900167,Sad,"Album: For Emma, Forever Ago"
Sunrise Forever (broken dreams),Papon,Hindi,https://open.spotify.com/track/HI_SAD_900161,Sad,Movie: Original Soundtrack
Moonlight Again (broken dreams),Coldplay,English,https://open.spotify.com/track/EN_SAD_900201,Sad,Album: Various
Whispers Without You (silent cries),Ed Sheeran,English,https://open.spotify.com/track/EN_SAD_900178,Sad,Album: Singles
Forever in You (fading memories),Rupam Islam,Bengali,https://open.spotify.com/track/BE_SAD_900216,Sad,Album: Bengali Hits
Echoes and You (lost in yesterday),Ed Sheeran,English,https://open.spotify.com/track/EN_SAD_900181,Sad,Album: Various
Always Again (tears in the rain),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_SAD_900248,Sad,Band: Various
Midnight of Time (fading memories),Rupam Islam,Bengali,https://open.spotify.com/track/BE_SAD_900218,Sad,Single
Midnight Again (goodbye forever),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_SAD_900129,Sad,Album: Bollywood Hits
Moonlight Always (lost in yesterday),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_SAD_900152,Sad,Movie: Original Soundtrack
Echoes Between Us (tears in the rain),Rupam Islam,Bengali,https://open.spotify.com/track/BE_SAD_900241,Sad,Album: Bengali Hits
Moonlight of Time (goodbye forever),Coldplay,English,https://open.spotify.com/track/EN_SAD_900169,Sad,Artist: Various
Heartbeat Again (fading memories),Cactus,Bengali,https://open.spotify.com/track/BE_SAD_900221,Sad,Band: Various
Promise of Time (empty streets),Sunidhi Chauhan,Hindi,https://open.spotify.com/track/HI_SAD_900144,Sad,Movie: Original Soundtrack
Skinny Love (Come on skinny love),Bon Iver,English,https://open.spotify.com/track/EN_SAD_900202,Sad,"Album: For Emma, Forever Ago"
Channa Mereya (Acha chalta hoon),Arijit Singh,Hindi,https://open.spotify.com/track/HI_SAD_900135,Sad,Movie: Ae Dil Hai Mushkil
Midnight Without You (fading memories),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_SAD_900226,Sad,Band: Various
Heartbeat Without You (tears in the rain),Papon,Hindi,https://open.spotify.com/track/HI_SAD_900136,Sad,Album: Bollywood Hits
Amake Amar Moto Thakte Dao (Amake amar moto thakte dao),Anupam Roy,Bengali,https://open.spotify.com/track/BE_SAD_900239,Sad,Indie
The Night We Met (I had all and then most of you),Lord Huron,English,https://open.spotify.com/track/EN_SAD_900172,Sad,Album: Strange Trails
Midnight and You (goodbye forever),John Legend,English,https://open.spotify.com/track/EN_SAD_900203,Sad,Artist: Various
Humdard (Humdard),Arijit Singh,Hindi,https://open.spotify.com/track/HI_SAD_900125,Sad,Movie: Ek Villain
Heartbeat Without You (broken dreams),KK,Hindi,https://open.spotify.com/track/HI_SAD_900151,Sad,Movie: Original Soundtrack
Waves Without You (tears in the rain),Papon,Hindi,https://open.spotify.com/track/HI_SAD_900156,Sad,Movie: Various
The Night We Met (I had all and then most of you),Lord Huron,English,https://open.spotify.com/track/EN_SAD_900192,Sad,Album: Strange Trails
Forever Without You (empty streets),Arijit Singh,Hindi,https://open.spotify.com/track/HI_SAD_900137,Sad,Movie: Various
Echoes Always (goodbye forever),Papon,Hindi,https://open.spotify.com/track/HI_SAD_900149,Sad,Movie: Original Soundtrack
Moonlight Again (fading memories),Christina Perri,English,https://open.spotify.com/track/EN_SAD_900170,Sad,Album: Various
Moonlight of Time (fading memories),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_SAD_900233,Sad,Single
Mon Amar Kemon Kemon Kore (Mon amar kemon),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_SAD_900214,Sad,Single
Waves Again (goodbye forever),Ed Sheeran,English,https://open.spotify.com/track/EN_SAD_900198,Sad,Album: Various
Echoes of Love (silent cries),Imagine Dragons,English,https://open.spotify.com/track/EN_SAD_900189,Sad,Album: Various
Agar Tum Saath Ho (Agar tum saath ho),Alka Yagnik & Arijit Singh,Hindi,https://open.spotify.com/track/HI_SAD_900140,Sad,Movie: Tamasha
Echoes Without You (empty streets),Fossils,Bengali,https://open.spotify.com/track/BE_SAD_900237,Sad,Album: Bengali Hits
Moonlight of Time (empty streets),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_SAD_900147,Sad,Movie: Original Soundtrack
Agar Tum Saath Ho (Agar tum saath ho),Alka Yagnik & Arijit Singh,Hindi,https://open.spotify.com/track/HI_SAD_900165,Sad,Movie: Tamasha
Always Again (fading memories),Bruno Mars,English,https://open.spotify.com/track/EN_SAD_900206,Sad,Album: Singles
Forever and You (broken dreams),Cactus,Bengali,https://open.spotify.com/track/BE_SAD_900210,Sad,Band: Various
Tujhe Bhula Diya (Tujhe bhula diya),Mohit Chauhan,Hindi,https://open.spotify.com/track/HI_SAD_900155,Sad,Movie: Anjaana Anjaani
Jodi Tor Dak Shune Keu Na Ase (Jodi tor dak shune),Rabindranath Tagore,Bengali,https://open.spotify.com/track/BE_SAD_900219,Sad,Rabindra Sangeet
Moonlight Always (fading memories),Ed Sheeran,English,https://open.spotify.com/track/EN_SAD_900180,Sad,Album: Singles
Sunrise and You (broken dreams),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_SAD_900134,Sad,Movie: Original Soundtrack
Forever of Time (fading memories),A.R. Rahman,Hindi,https://open.spotify.com/track/HI_SAD_900158,Sad,Movie: Various
Skinny Love (Come on skinny love),Bon Iver,English,https://open.spotify.com/track/EN_SAD_900187,Sad,"Album: For Emma, Forever Ago"
Humdard (Humdard),Arijit Singh,Hindi,https://open.spotify.com/track/HI_SAD_900150,Sad,Movie: Ek Villain
Mon Amar Kemon Kemon Kore (Mon amar kemon),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_SAD_900244,Sad,Single
Heartbeat in You (fading memories),Arijit Singh,Hindi,https://open.spotify.com/track/HI_SAD_900153,Sad,Movie: Various
Moonlight and You (silent cries),Bruno Mars,English,https://open.spotify.com/track/EN_SAD_900191,Sad,Artist: Various
Echoes Always (goodbye forever),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_SAD_900247,Sad,Band: Various
Yaadien (Yaadien),KK,Hindi,https://open.spotify.com/track/HI_SAD_900130,Sad,Movie: The Burning Train
Forever and You (silent cries),Sam Smith,English,https://open.spotify.com/track/EN_SAD_900190,Sad,Album: Various
Sunrise Forever (broken dreams),Bruno Mars,English,https://open.spotify.com/track/EN_SAD_900195,Sad,Album: Singles
Moonlight and You (goodbye forever),Mohit Chauhan,Hindi,https://open.spotify.com/track/HI_SAD_900164,Sad,Movie: Various
Always of Time (tears in the rain),Christina Perri,English,https://open.spotify.com/track/EN_SAD_900174,Sad,Artist: Various
Yaadien (Yaadien),KK,Hindi,https://open.spotify.com/track/HI_SAD_900160,Sad,Movie: The Burning Train
Whispers in You (silent cries),KK,Hindi,https://open.spotify.com/track/HI_SAD_900141,Sad,Movie: Various
Moonlight Between Us (tears in the rain),Bruno Mars,English,https://open.spotify.com/track/EN_SAD_900193,Sad,Album: Singles
Always and You (goodbye forever),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_SAD_900159,Sad,Movie: Original Soundtrack
Moonlight of Love (empty streets),Hemanta Mukherjee,Bengali,https://open.spotify.com/track/BE_SAD_900240,Sad,Band: Various
Moonlight in You (lost in yesterday),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_SAD_900132,Sad,Movie: Original Soundtrack
Moonlight and You (empty streets),Hemanta Mukherjee,Bengali,https://open.spotify.com/track/BE_SAD_900243,Sad,Album: Bengali Hits
Forever of Love (broken dreams),Coldplay,English,https://open.spotify.com/track/EN_SAD_900168,Sad,Artist: Various
Sunrise of Time (goodbye forever),Arijit Singh,Bengali,https://open.spotify.com/track/BE_SAD_900220,Sad,Band: Various
Whispers in You (goodbye forever),Imagine Dragons,English,https://open.spotify.com/track/EN_SAD_900194,Sad,Album: Singles
Heartbeat of Love (tears in the rain),Anupam Roy,Bengali,https://open.spotify.com/track/BE_SAD_900225,Sad,Single
Forever Again (broken dreams),Fossils,Bengali,https://open.spotify.com/track/BE_SAD_900230,Sad,Band: Various
Always Again (broken dreams),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_SAD_900133,Sad,Movie: Original Soundtrack
Always in You (lost in yesterday),KK,Hindi,https://open.spotify.com/track/HI_SAD_900138,Sad,Album: Bollywood Hits
Ei Meghla Dine Ekla (Ei meghla dine ekla),Hemanta Mukherjee,Bengali,https://open.spotify.com/track/BE_SAD_900234,Sad,Classic
Moonlight of Love (fading memories),Sunidhi Chauhan,Hindi,https://open.spotify.com/track/HI_SAD_900128,Sad,Movie: Original Soundtrack
Echoes Always (tears in the rain),KK,Hindi,https://open.spotify.com/track/HI_SAD_900142,Sad,Movie: Original Soundtrack
Whispers Forever (broken dreams),Mohit Chauhan,Hindi,https://open.spotify.com/track/HI_SAD_900163,Sad,Movie: Various
Skinny Love (Come on skinny love),Bon Iver,English,https://open.spotify.com/track/EN_SAD_900197,Sad,"Album: For Emma, Forever Ago"
Echoes Without You (lost in yesterday),Nachiketa,Bengali,https://open.spotify.com/track/BE_SAD_900222,Sad,Single
Promise Always (fading memories),Arijit Singh,Hindi,https://open.spotify.com/track/HI_SAD_900131,Sad,Movie: Various
Echoes Forever (fading memories),Coldplay,English,https://open.spotify.com/track/EN_SAD_900205,Sad,Album: Singles
Sunrise and You (goodbye forever),Hemanta Mukherjee,Bengali,https://open.spotify.com/track/BE_SAD_900232,Sad,Single
Echoes and You (silent cries),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_SAD_900235,Sad,Band: Various
Always in You (lost in yesterday),Adele,English,https://open.spotify.com/track/EN_SAD_900179,Sad,Album: Various
Promise Without You (empty streets),Sam Smith,English,https://open.spotify.com/track/EN_SAD_900175,Sad,Album: Singles
Midnight of Time (silent cries),Sam Smith,English,https://open.spotify.com/track/EN_SAD_900208,Sad,Album: Singles
Moonlight of Time (broken dreams),Ed Sheeran,English,https://open.spotify.com/track/EN_SAD_900171,Sad,Album: Singles
Jodi Tor Dak Shune Keu Na Ase (Jodi tor dak shune),Rabindranath Tagore,Bengali,https://open.spotify.com/track/BE_SAD_900209,Sad,Rabindra Sangeet
Echoes Tonight (fading memories),Adele,English,https://open.spotify.com/track/EN_SAD_900186,Sad,Artist: Various
Echoes Forever (tears in the rain),Papon,Bengali,https://open.spotify.com/track/BE_SAD_900246,Sad,Single
Always of Time (tears in the rain),The Weeknd,English,https://open.spotify.com/track/EN_SAD_900204,Sad,Album: Various
Whispers Again (empty streets),Nachiketa,Bengali,https://open.spotify.com/track/BE_SAD_900223,Sad,Band: Various
Heartbeat in You (lost in yesterday),Sunidhi Chauhan,Hindi,https://open.spotify.com/track/HI_SAD_900166,Sad,Movie: Various
Promise Without You (empty streets),Christina Perri,English,https://open.spotify.com/track/EN_SAD_900183,Sad,Album: Various
Moonlight Tonight (broken dreams),Anupam Roy,Bengali,https://open.spotify.com/track/BE_SAD_900215,Sad,Band: Various
Forever in You (silent cries),Adele,English,https://open.spotify.com/track/EN_SAD_900173,Sad,Artist: Various
Always Without You (empty streets),Lagnajita Chakraborty,Bengali,https://open.spotify.com/track/BE_SAD_900213,Sad,Album: Bengali Hits
Always Tonight (lost in yesterday),Nachiketa,Bengali,https://open.spotify.com/track/BE_SAD_900245,Sad,Album: Bengali Hits
Fix You (Lights will guide you home),Coldplay,English,https://open.spotify.com/track/EN_SAD_900182,Sad,Album: X&Y
Forever Without You (empty streets),Bruno Mars,English,https://open.spotify.com/track/EN_SAD_900200,Sad,Artist: Various
Waves Without You (fading memories),Lata Mangeshkar,Hindi,https://open.spotify.com/track/HI_SAD_900157,Sad,Album: Bollywood Hits
Waves Between Us (lost in yesterday),Jeet Gannguli,Bengali,https://open.spotify.com/track/BE_SAD_900242,Sad,Album: Bengali Hits
